STATE,ID,YEAR,All_GHGs ,CO2_Emissions_Total ,CH4_Emissions_Total,N2O_Emissions_Total,F-Gas_Emissions_Total,Energy_GHGs_Total,Electricity_Generation,Residential,Commercial,Industrial,Transportation,Fugitive_Emissions,Industrial_Processes,Agriculture,Waste,GHG_per_capita,GHG_intensity
Kentucky,KY,2003,169.27,149.95,11.31,5.88,2.12,152.72,85.53,4.33,2.96,22.21,32.53,5.17,6.26,7.85,2.44,41.11,1268.47
Louisiana,LA,2003,218.56,200.61,12.19,4.01,1.76,203.78,39.02,2.80,2.42,97.53,55.56,6.45,6.40,5.54,2.85,48.34,1203.94
Maine,ME,2003,26.26,24.43,0.61,0.75,0.47,23.97,4.80,4.70,2.27,2.54,9.66,0.00,1.23,0.43,0.62,20.10,594.59
Maryland,MD,2003,91.38,83.81,2.57,2.75,2.25,82.81,31.25,7.43,5.30,8.08,30.59,0.16,4.05,1.63,2.89,16.63,395.94
Massachusetts,MA,2003,90.88,85.89,0.68,1.73,2.58,85.63,24.71,16.20,7.04,4.77,32.92,0.00,2.66,0.25,2.34,14.15,289.94
Michigan,MI,2003,215.39,194.05,10.59,7.08,3.67,190.11,68.96,25.85,11.24,25.30,57.61,1.16,11.01,6.50,7.77,21.45,570.34
Minnesota,MN,2003,124.15,102.15,6.42,13.68,1.90,102.52,36.25,9.80,6.43,14.04,36.00,0.00,2.52,17.48,1.63,24.57,551.60
Mississippi,MS,2003,78.06,67.33,4.90,4.72,1.11,65.43,22.74,1.95,1.65,10.97,27.33,0.79,4.79,6.03,1.80,27.21,986.31
Missouri,MO,2003,166.69,142.51,10.85,10.94,2.39,140.37,73.01,7.81,4.52,11.67,43.35,0.02,6.71,16.21,3.39,29.20,786.68
Montana,MT,2003,43.75,33.33,6.38,3.52,0.52,35.10,18.40,1.52,1.02,4.70,7.43,2.02,1.16,7.33,0.16,47.57,1559.07
Nebraska,NE,2003,72.15,44.45,12.02,15.02,0.66,43.64,20.89,2.76,1.72,5.75,12.46,0.06,2.17,25.41,0.93,41.50,1029.55
Nevada,NV,2003,47.98,43.93,2.05,1.16,0.84,43.90,22.90,1.99,1.48,2.00,15.52,0.01,1.49,1.47,1.12,21.33,499.41
New Hampshire,NH,2003,21.60,20.81,-0.11,0.45,0.46,21.04,7.13,3.21,1.70,1.11,7.89,0.00,0.47,0.15,-0.06,16.88,420.52
New Jersey,NJ,2003,136.05,127.92,2.65,2.40,3.08,128.72,18.00,18.44,10.64,17.64,64.00,0.00,3.77,0.40,3.16,15.82,327.58
New Mexico,NM,2003,76.11,58.21,15.13,2.09,0.68,68.25,30.57,2.19,1.77,7.82,15.55,10.34,1.61,5.19,1.05,40.54,1202.68
New York,NY,2003,244.69,216.73,15.04,5.84,7.08,216.58,51.87,39.26,32.91,15.53,76.50,0.51,8.86,4.83,14.41,12.76,273.70
North Carolina,NC,2003,169.23,147.11,12.04,6.71,3.37,148.56,68.68,7.20,4.83,15.29,52.56,0.00,4.79,9.83,6.05,20.09,516.39
North Dakota,ND,2003,59.65,47.89,4.04,7.47,0.25,48.76,31.95,1.31,1.00,7.46,6.22,0.81,0.49,10.12,0.27,93.37,2492.85
Ohio,OH,2003,308.37,279.59,13.38,10.83,4.57,275.05,125.71,22.02,11.50,39.54,72.01,4.26,17.05,9.82,6.46,26.97,710.57
Oklahoma,OK,2003,134.12,106.04,19.40,7.35,1.33,112.59,46.40,4.13,2.27,19.48,32.32,7.99,4.11,14.75,2.67,38.27,1150.53
Oregon,OR,2003,50.46,40.51,4.26,3.66,2.03,40.49,8.08,2.67,1.77,5.24,22.72,0.00,3.01,5.29,1.67,14.22,390.49
Pennsylvania,PA,2003,307.57,281.13,15.89,5.98,4.56,287.66,114.05,26.25,13.39,49.32,71.84,12.82,13.38,5.75,0.79,24.85,651.62
Rhode Island,RI,2003,12.87,12.06,0.18,0.25,0.37,11.68,2.29,2.79,1.29,0.57,4.75,0.00,0.99,0.04,0.16,12.01,298.33
South Carolina,SC,2003,94.50,85.38,4.49,2.76,1.88,83.99,34.92,2.35,1.68,15.88,29.17,0.00,4.61,2.21,3.70,22.77,682.90
South Dakota,SD,2003,30.14,14.51,6.72,8.62,0.28,14.04,3.59,1.19,0.70,2.29,6.03,0.23,1.15,14.55,0.40,39.47,992.81
Tennessee,TN,2003,143.90,128.76,7.13,5.52,2.49,126.66,49.69,4.65,4.05,21.71,46.40,0.17,6.88,6.78,3.58,24.61,682.00
Texas,TX,2003,801.37,708.43,60.15,23.49,9.29,727.90,226.06,13.35,14.18,254.40,195.79,24.13,20.27,40.02,13.18,36.37,872.91
United States,US,2003,6933.64,6022.74,489.19,306.78,114.93,6098.15,2255.77,386.09,241.20,1082.24,1976.32,156.53,265.81,413.94,155.74,23.90,587.21
Utah,UT,2003,71.21,63.14,5.31,1.90,0.86,65.45,34.32,3.25,2.18,6.63,16.41,2.66,1.94,3.03,0.79,30.17,854.95
Vermont,VT,2003,7.87,6.58,0.64,0.43,0.22,6.77,0.04,1.56,0.76,0.51,3.89,0.00,0.24,0.85,0.01,12.74,364.19
Virginia,VA,2003,146.31,126.30,12.48,4.75,2.78,131.24,40.62,8.26,5.75,18.59,52.19,5.83,4.97,5.03,5.07,19.86,448.34
Washington,WA,2003,89.88,76.61,5.15,4.58,3.54,77.25,14.02,5.10,3.30,11.97,42.76,0.09,4.61,5.68,2.35,14.73,343.39
West Virginia,WV,2003,139.47,117.20,19.98,1.42,0.87,133.40,84.97,2.31,1.80,14.51,12.15,17.67,3.32,1.10,1.65,76.96,2756.56
Wisconsin,WI,2003,126.08,105.93,10.69,7.43,2.03,106.49,43.17,10.58,6.10,16.04,30.61,0.00,3.30,12.02,4.27,23.01,602.74
Wyoming,WY,2003,83.02,65.38,15.19,2.23,0.22,77.57,43.36,0.84,0.89,10.40,8.61,13.48,1.20,3.97,0.28,164.90,3240.05
Alabama,AL,2004,168.43,147.76,14.19,4.60,1.88,151.36,76.22,2.99,2.16,24.53,36.32,9.14,9.30,4.91,2.87,37.18,1145.58
Alaska,AK,2004,55.33,48.84,5.78,0.46,0.25,52.22,3.16,1.83,2.22,20.04,19.38,5.58,2.46,0.22,0.43,83.92,1448.06
Arizona,AZ,2004,106.31,97.90,2.37,3.14,2.91,98.12,51.44,2.28,2.03,4.70,37.58,0.09,4.33,4.07,-0.21,18.81,512.14
Arkansas,AR,2004,83.65,66.82,8.17,7.56,1.10,64.90,27.01,2.25,2.02,11.44,21.37,0.80,4.81,12.43,1.52,30.42,975.27
California,CA,2004,469.32,402.73,35.22,17.54,13.83,407.07,46.51,29.66,14.15,81.47,231.09,4.19,20.82,26.76,14.67,13.19,289.34
Colorado,CO,2004,116.15,93.61,16.16,4.64,1.74,103.06,39.97,7.28,4.07,11.85,30.30,9.59,3.14,8.08,1.86,25.39,554.57
Connecticut,CT,2004,49.80,46.83,0.71,0.96,1.30,45.55,8.56,10.26,3.93,2.83,19.97,0.00,2.12,0.25,1.88,14.25,255.95
Delaware,DE,2004,18.99,17.76,0.13,0.77,0.33,17.25,5.91,1.22,0.78,4.17,5.16,0.00,1.09,0.60,0.05,22.86,359.55
District Of Columbia,DC,2004,4.43,4.03,0.06,0.10,0.24,4.12,0.06,0.96,1.28,0.07,1.76,0.00,0.25,0.00,0.06,7.79,54.68
Florida,FL,2004,290.43,264.44,11.37,7.83,6.80,260.86,124.51,1.55,5.83,13.49,115.44,0.04,11.19,6.02,12.36,16.68,453.11
Georgia,GA,2004,193.45,176.52,6.66,6.74,3.54,177.49,75.80,7.81,3.79,21.22,68.88,0.00,5.82,6.08,4.06,22.06,548.37
Hawaii,HI,2004,25.22,23.06,1.11,0.58,0.47,22.69,8.06,0.06,0.33,1.52,12.72,0.00,0.91,0.55,1.07,19.80,465.42
Idaho,ID,2004,26.26,16.33,5.46,3.92,0.56,16.08,0.65,1.56,0.98,3.87,9.02,0.00,1.21,8.84,0.13,18.87,587.17
Illinois,IL,2004,282.10,244.17,13.35,19.75,4.84,243.75,92.43,25.20,12.24,39.27,71.73,2.89,11.41,19.77,7.17,22.41,498.98
Indiana,IN,2004,280.48,258.02,7.31,12.30,2.85,238.78,116.46,9.69,6.42,57.79,46.76,1.66,25.80,12.37,3.54,45.00,1174.78
Iowa,IA,2004,117.49,82.33,13.03,20.97,1.16,81.32,36.11,4.84,3.48,15.66,21.23,0.00,3.16,31.38,1.63,39.78,993.56
Kansas,KS,2004,110.10,79.08,16.80,13.15,1.07,81.31,36.76,4.07,2.33,14.28,19.76,4.10,3.87,23.07,1.86,40.27,1069.66
Kentucky,KY,2004,177.14,157.74,11.32,5.86,2.22,160.32,87.52,3.99,3.07,25.05,35.52,5.17,6.47,7.89,2.45,42.72,1303.52
Louisiana,LA,2004,223.47,204.68,12.85,4.10,1.84,208.19,41.00,2.53,2.16,100.75,54.83,6.92,6.73,5.88,2.67,49.09,1171.94
Maine,ME,2004,26.18,24.30,0.63,0.75,0.49,23.83,4.57,5.24,2.18,2.82,9.03,0.00,1.30,0.47,0.58,19.93,571.80
Maryland,MD,2004,93.62,85.99,2.45,2.83,2.35,84.54,30.47,7.19,5.19,9.20,32.33,0.17,4.54,1.84,2.69,16.88,390.33
Massachusetts,MA,2004,89.91,84.91,0.67,1.64,2.69,84.49,23.44,15.06,6.55,4.64,34.79,0.00,2.78,0.26,2.39,14.02,281.22
Michigan,MI,2004,218.50,196.58,10.80,7.28,3.84,192.68,72.25,23.94,10.84,25.95,58.55,1.15,11.03,7.00,7.78,21.73,584.68
Minnesota,MN,2004,123.51,101.62,6.40,13.50,1.99,101.93,34.75,9.41,5.93,14.52,37.32,0.00,2.63,17.43,1.51,24.28,527.02
Mississippi,MS,2004,79.90,69.16,5.11,4.47,1.16,67.65,24.78,1.79,1.47,11.79,26.72,1.11,4.74,5.76,1.74,27.66,993.33
Missouri,MO,2004,169.24,144.60,10.00,12.13,2.50,142.14,74.19,7.32,4.55,13.65,42.42,0.02,7.00,17.47,2.63,29.44,787.77
Montana,MT,2004,45.95,35.16,6.69,3.55,0.54,37.19,18.94,1.61,1.11,5.13,8.07,2.33,1.19,7.39,0.18,49.41,1574.62
Nebraska,NE,2004,72.65,44.48,12.09,15.40,0.69,43.65,20.49,2.52,1.82,6.04,12.72,0.06,2.18,25.85,0.96,41.53,1022.37
Nevada,NV,2004,52.47,48.25,2.18,1.14,0.91,48.17,25.22,2.18,1.67,2.53,16.56,0.01,1.59,1.48,1.24,22.36,500.34
New Hampshire,NH,2004,22.84,21.99,-0.07,0.43,0.49,22.16,7.68,3.37,1.87,1.14,8.10,0.00,0.50,0.15,0.02,17.70,432.19
New Jersey,NJ,2004,140.23,131.90,2.74,2.34,3.25,132.14,18.93,17.58,10.93,18.24,66.46,0.00,4.08,0.43,3.57,16.24,330.97
New Mexico,NM,2004,78.04,59.53,15.73,2.05,0.72,70.00,30.58,2.30,1.71,8.30,16.25,10.86,1.66,5.36,1.01,40.99,1152.69
New York,NY,2004,250.41,222.14,15.10,5.72,7.45,220.49,52.29,38.75,34.87,15.66,78.42,0.50,9.54,5.04,15.34,13.06,271.93
North Carolina,NC,2004,173.40,150.88,12.21,6.73,3.57,152.24,69.73,7.15,5.27,15.76,54.33,0.00,4.91,10.09,6.15,20.27,516.06
North Dakota,ND,2004,58.24,46.90,3.97,7.12,0.26,47.78,30.57,1.32,1.08,7.44,6.52,0.86,0.52,9.66,0.28,90.34,2425.52
Ohio,OH,2004,307.32,277.72,13.77,11.05,4.78,271.24,121.62,20.79,11.59,38.62,74.13,4.48,19.22,10.35,6.51,26.83,694.78
Oklahoma,OK,2004,130.54,102.60,19.55,7.00,1.39,108.93,44.43,3.74,2.29,20.00,30.14,8.33,4.49,14.19,2.92,37.03,1088.89
Oregon,OR,2004,52.01,41.90,4.44,3.57,2.10,41.74,8.05,2.61,1.77,5.65,23.65,0.00,3.16,5.46,1.64,14.57,372.57
Pennsylvania,PA,2004,312.01,286.38,14.91,5.93,4.79,291.63,116.99,25.41,13.02,49.59,73.81,12.81,14.58,5.96,-0.16,25.14,651.00
Rhode Island,RI,2004,12.70,11.74,0.32,0.24,0.39,11.19,1.96,2.82,1.22,0.61,4.58,0.00,1.17,0.04,0.30,11.82,286.22
South Carolina,SC,2004,102.83,93.69,4.39,2.77,1.98,92.12,38.12,2.38,1.70,16.63,33.30,0.00,4.91,2.28,3.51,24.42,738.81
South Dakota,SD,2004,30.59,14.63,6.70,8.96,0.30,14.18,3.82,1.05,0.67,2.21,6.19,0.24,1.13,14.87,0.41,39.71,987.50
Tennessee,TN,2004,146.97,131.37,7.47,5.50,2.63,129.36,52.18,4.42,3.78,22.03,46.80,0.16,6.90,6.80,3.90,24.86,669.28
Texas,TX,2004,806.94,712.44,61.68,23.03,9.78,732.12,225.19,12.16,11.90,258.66,198.98,25.24,21.11,40.15,13.56,36.03,833.30
United States,US,2004,7072.67,6145.53,493.93,312.62,120.59,6208.74,2287.36,374.24,238.65,1113.73,2034.40,160.34,281.77,427.41,154.75,24.15,579.13
Utah,UT,2004,74.90,65.74,6.38,1.86,0.92,68.99,34.34,3.60,2.45,7.82,17.13,3.66,2.03,3.05,0.83,31.19,872.72
Vermont,VT,2004,8.40,7.10,0.64,0.43,0.23,7.24,0.03,1.78,0.82,0.61,3.99,0.00,0.27,0.91,-0.01,13.56,374.01
Virginia,VA,2004,150.50,130.72,12.20,4.64,2.95,135.67,40.32,8.40,5.64,19.09,56.48,5.75,5.12,4.93,4.79,20.13,442.49
Washington,WA,2004,92.26,79.11,5.42,4.48,3.25,79.61,13.98,5.06,3.17,12.74,44.57,0.08,4.42,5.84,2.39,14.93,346.68
West Virginia,WV,2004,137.50,115.06,20.09,1.44,0.91,131.54,81.10,2.28,1.73,15.55,12.86,18.01,3.37,1.16,1.44,75.70,2668.89
Wisconsin,WI,2004,129.33,108.80,11.03,7.38,2.14,109.13,44.36,10.15,5.69,16.88,32.05,0.00,3.52,12.42,4.27,23.46,601.26
Wyoming,WY,2004,84.23,65.53,16.21,2.27,0.23,78.51,43.85,0.83,0.91,10.24,8.34,14.34,1.27,4.16,0.29,165.45,3183.96
Alabama,AL,2005,168.83,149.05,13.28,4.53,1.97,151.70,79.86,2.73,1.85,22.93,36.14,8.19,9.24,4.91,2.99,36.94,1117.36
Alaska,AK,2005,55.17,48.71,5.68,0.52,0.26,53.28,3.23,1.78,2.13,21.44,19.21,5.49,1.15,0.29,0.45,82.72,1458.62
Arizona,AZ,2005,106.79,97.96,2.68,3.05,3.09,98.15,50.56,2.18,2.02,5.13,38.18,0.08,4.49,4.27,-0.12,18.29,478.95
Arkansas,AR,2005,80.79,64.27,8.43,6.92,1.17,62.56,25.17,2.18,2.13,10.96,21.31,0.80,4.62,11.91,1.71,29.05,915.68
California,CA,2005,466.68,399.70,35.92,16.53,14.53,403.50,42.14,28.33,14.26,78.38,236.35,4.05,21.35,26.77,15.06,13.03,275.82
Colorado,CO,2005,120.72,95.80,18.31,4.77,1.84,107.01,40.29,7.63,4.10,12.79,30.87,11.32,3.18,8.54,2.00,26.06,555.27
Connecticut,CT,2005,49.05,46.04,0.68,0.97,1.36,44.76,9.81,9.32,3.74,2.87,19.02,0.00,2.03,0.33,1.93,13.99,248.92
Delaware,DE,2005,19.62,18.36,0.24,0.68,0.35,17.98,6.32,1.19,0.73,4.38,5.35,0.00,0.97,0.52,0.16,23.22,358.39
District Of Columbia,DC,2005,4.34,3.94,0.05,0.09,0.25,4.02,0.23,0.93,1.34,0.06,1.46,0.00,0.26,0.00,0.06,7.65,52.39
Florida,FL,2005,294.47,267.81,11.85,7.57,7.24,263.98,125.20,1.48,5.64,13.59,118.03,0.04,11.73,6.03,12.72,16.50,432.86
Georgia,GA,2005,203.39,186.39,6.79,6.45,3.75,187.37,83.56,7.59,3.61,21.09,71.51,0.00,5.81,5.95,4.26,22.79,560.07
Hawaii,HI,2005,25.63,23.61,1.03,0.50,0.49,23.29,8.01,0.06,0.33,1.77,13.11,0.00,0.85,0.46,1.03,19.82,450.65
Idaho,ID,2005,26.84,16.49,5.80,3.96,0.59,16.23,0.62,1.60,1.00,4.01,9.00,0.00,1.29,9.17,0.15,18.79,551.44
Illinois,IL,2005,288.41,250.86,14.36,18.12,5.08,250.52,91.80,24.78,11.86,39.67,79.24,3.18,11.58,18.53,7.78,22.87,506.40
Indiana,IN,2005,275.91,253.83,7.42,11.69,2.97,237.31,119.47,9.56,5.47,54.24,46.85,1.73,23.11,12.02,3.47,43.94,1151.66
Iowa,IA,2005,118.46,82.36,13.65,21.23,1.22,81.33,35.38,4.82,3.48,15.77,21.88,0.00,3.15,32.35,1.63,39.96,985.02
Kansas,KS,2005,106.66,75.53,16.96,13.03,1.13,77.71,36.54,4.04,1.81,12.56,18.49,4.28,4.08,23.18,1.68,38.85,1014.18
Kentucky,KY,2005,178.49,159.34,11.24,5.61,2.30,161.69,90.64,3.94,3.06,24.59,34.49,4.97,6.54,7.69,2.57,42.67,1280.97
Louisiana,LA,2005,213.96,198.21,9.95,3.90,1.90,201.49,42.90,2.49,2.06,95.56,52.11,6.39,6.24,5.22,1.01,46.75,1085.20
Maine,ME,2005,25.88,23.89,0.70,0.78,0.51,23.41,3.87,4.69,2.10,3.08,9.68,0.00,1.33,0.51,0.63,19.62,567.65
Maryland,MD,2005,95.27,87.48,2.75,2.59,2.45,86.11,31.75,7.21,5.01,8.77,33.20,0.18,4.49,1.69,2.99,17.04,383.93
Massachusetts,MA,2005,91.70,86.55,0.78,1.56,2.80,85.79,24.18,14.91,6.68,4.87,35.16,0.00,2.89,0.27,2.74,14.32,283.62
Michigan,MI,2005,219.71,197.53,11.06,7.09,4.02,193.66,74.69,23.96,10.62,25.41,57.83,1.17,11.13,7.11,7.81,21.86,585.49
Minnesota,MN,2005,125.27,102.63,6.47,14.08,2.10,102.92,35.37,9.03,6.06,14.70,37.76,0.00,2.63,18.28,1.44,24.47,525.54
Mississippi,MS,2005,78.48,67.47,5.42,4.38,1.21,66.02,24.63,1.77,1.41,10.88,26.16,1.17,4.74,5.87,1.84,27.01,962.89
Missouri,MO,2005,171.15,147.45,10.05,11.01,2.64,144.92,77.18,7.09,4.26,13.22,43.15,0.02,7.15,16.60,2.48,29.56,790.05
Montana,MT,2005,47.39,36.25,6.97,3.61,0.56,38.54,19.19,1.62,1.14,5.45,8.54,2.60,1.25,7.40,0.21,50.41,1575.00
Nebraska,NE,2005,73.55,44.83,12.34,15.65,0.73,44.01,21.19,2.51,1.63,5.93,12.70,0.06,2.18,26.36,1.00,41.75,1014.41
Nevada,NV,2005,54.83,50.42,2.30,1.13,0.98,50.29,26.21,2.23,1.76,2.80,17.27,0.01,1.71,1.47,1.37,22.54,477.75
New Hampshire,NH,2005,22.19,21.28,-0.02,0.42,0.51,21.47,7.70,3.16,1.99,0.99,7.63,0.00,0.52,0.16,0.03,17.09,413.51
New Jersey,NJ,2005,144.34,136.22,2.48,2.23,3.41,136.28,19.14,16.95,11.30,17.78,71.11,0.00,4.10,0.41,3.54,16.68,335.68
New Mexico,NM,2005,79.59,60.14,16.62,2.07,0.76,71.28,31.92,2.32,1.70,7.93,15.84,11.58,1.76,5.48,1.07,41.19,1174.28
New York,NY,2005,246.05,217.90,15.00,5.35,7.79,216.66,54.95,39.68,28.70,16.34,76.51,0.47,9.73,5.10,14.57,12.86,255.78
North Carolina,NC,2005,177.15,154.61,12.36,6.41,3.76,156.13,73.28,6.64,5.03,15.61,55.56,0.00,4.90,9.85,6.26,20.35,499.04
North Dakota,ND,2005,61.85,49.46,4.13,7.99,0.27,50.47,33.01,1.24,1.14,7.60,6.43,1.05,0.53,10.56,0.29,95.73,2506.94
Ohio,OH,2005,312.85,283.20,13.91,10.76,4.99,276.81,129.98,20.62,10.99,37.19,73.49,4.54,19.20,10.46,6.38,27.29,703.49
Oklahoma,OK,2005,137.00,109.09,19.69,6.76,1.47,115.78,49.06,3.70,2.41,20.30,31.75,8.57,4.40,14.29,2.53,38.61,1135.39
Oregon,OR,2005,52.36,42.22,4.63,3.32,2.19,42.03,8.08,2.72,1.87,5.26,24.10,0.00,3.18,5.33,1.82,14.49,365.24
Pennsylvania,PA,2005,314.00,288.54,14.73,5.72,5.01,293.15,121.60,24.05,12.98,47.45,74.98,12.09,14.14,6.04,0.67,25.22,651.01
Rhode Island,RI,2005,12.89,11.85,0.41,0.22,0.41,11.41,2.39,2.72,1.14,0.62,4.53,0.00,1.03,0.04,0.41,12.07,291.81
South Carolina,SC,2005,100.59,91.66,4.33,2.53,2.07,90.18,39.12,2.28,1.71,15.50,31.57,0.00,4.78,2.17,3.46,23.56,708.74
South Dakota,SD,2005,30.36,14.20,6.96,8.88,0.32,13.68,3.25,1.04,0.66,2.21,6.27,0.24,1.19,15.07,0.42,39.15,959.52
Tennessee,TN,2005,147.53,132.34,7.19,5.24,2.76,130.20,53.60,4.46,3.55,21.52,46.90,0.17,7.04,6.69,3.60,24.63,657.09
Texas,TX,2005,777.97,682.76,62.63,22.24,10.34,703.62,229.75,12.04,10.64,224.20,199.96,27.03,21.27,39.56,13.52,34.15,801.21
United States,US,2005,7092.31,6159.41,501.75,304.46,126.69,6229.80,2352.49,367.02,227.95,1060.23,2056.98,165.13,278.94,427.85,155.72,24.00,564.92
Utah,UT,2005,76.43,67.25,6.33,1.87,0.99,70.40,34.96,3.41,2.31,8.92,17.25,3.55,2.04,3.11,0.88,31.10,842.23
Vermont,VT,2005,8.23,6.87,0.73,0.40,0.24,7.00,0.02,1.66,0.72,0.60,4.02,0.00,0.28,0.88,0.07,13.26,361.59
Virginia,VA,2005,151.13,132.38,11.16,4.47,3.11,136.21,41.11,8.51,5.66,18.97,57.33,4.63,5.19,5.04,4.70,19.95,423.50
Washington,WA,2005,93.72,80.73,5.36,4.25,3.38,81.06,14.01,5.10,3.34,13.77,44.76,0.08,4.48,5.62,2.56,14.98,335.42
West Virginia,WV,2005,139.93,116.56,20.94,1.49,0.94,134.05,84.19,2.19,1.77,14.16,12.98,18.76,3.16,1.25,1.46,76.86,2692.78
Wisconsin,WI,2005,132.92,111.87,11.22,7.58,2.24,112.29,48.33,10.03,6.21,16.28,31.44,0.00,3.58,12.88,4.17,23.97,607.15
Wyoming,WY,2005,85.82,65.51,17.82,2.25,0.24,80.07,43.08,0.82,0.85,10.13,8.53,16.66,1.30,4.14,0.31,166.91,3270.77
Alabama,AL,2006,172.29,153.57,12.32,4.37,2.03,155.23,82.14,2.51,2.22,23.87,36.64,7.84,9.78,4.79,2.49,37.22,1119.74
Alaska,AK,2006,51.78,45.93,5.11,0.47,0.27,50.56,3.47,2.17,2.43,18.20,19.35,4.93,0.50,0.25,0.47,76.68,1298.60
Arizona,AZ,2006,110.34,101.30,2.86,2.87,3.31,101.32,52.50,2.20,2.05,5.19,39.34,0.06,4.75,4.26,0.01,18.30,461.65
Arkansas,AR,2006,82.19,65.77,7.81,7.40,1.21,64.01,27.29,2.09,1.88,10.62,21.29,0.85,4.72,11.83,1.63,29.13,907.24
California,CA,2006,473.75,406.73,35.69,16.27,15.06,410.03,46.64,28.52,14.48,76.25,240.17,3.97,21.73,27.44,14.55,13.15,271.05
Colorado,CO,2006,121.10,96.65,17.96,4.57,1.93,106.98,41.24,7.20,3.80,12.56,31.60,10.60,3.30,8.67,2.15,25.65,542.83
Connecticut,CT,2006,45.88,43.01,0.65,0.83,1.40,41.69,9.38,8.06,3.32,2.77,18.16,0.00,2.01,0.26,1.92,13.04,224.70
Delaware,DE,2006,18.09,16.79,0.26,0.70,0.36,16.43,5.65,0.99,0.72,3.72,5.35,0.00,0.93,0.55,0.18,21.06,327.41
District Of Columbia,DC,2006,3.59,3.20,0.05,0.08,0.26,3.27,0.10,0.70,1.11,0.06,1.30,0.00,0.26,0.00,0.06,6.29,42.75
Florida,FL,2006,293.04,266.16,12.07,7.25,7.56,262.05,121.98,1.41,5.17,13.19,120.26,0.04,12.30,6.09,12.60,16.13,414.72
Georgia,GA,2006,200.65,183.36,7.03,6.34,3.93,183.99,84.29,6.69,3.21,19.45,70.35,0.00,6.07,6.02,4.57,21.92,542.09
Hawaii,HI,2006,25.90,23.85,1.04,0.50,0.51,23.47,7.98,0.07,0.33,1.80,13.29,0.00,0.89,0.48,1.06,19.77,439.45
Idaho,ID,2006,27.68,16.56,6.46,4.03,0.62,16.24,0.53,1.67,1.00,3.48,9.57,0.00,1.33,9.58,0.53,18.85,559.56
Illinois,IL,2006,283.30,242.40,14.96,20.74,5.20,241.79,90.34,22.72,11.61,38.58,75.29,3.26,11.73,21.43,8.34,22.41,485.97
Indiana,IN,2006,275.72,252.30,7.71,12.70,3.01,235.33,119.37,8.10,4.74,53.57,47.71,1.84,23.55,13.17,3.67,43.54,1138.23
Iowa,IA,2006,121.73,83.67,13.89,22.92,1.25,82.37,35.66,4.48,3.84,16.00,22.38,0.00,3.38,34.46,1.52,40.81,1002.79
Kansas,KS,2006,106.94,75.31,17.43,13.05,1.16,77.40,34.66,3.49,1.70,13.48,19.60,4.47,4.33,23.49,1.72,38.71,982.65
Kentucky,KY,2006,182.42,161.93,12.18,6.00,2.31,165.03,93.47,3.30,2.47,25.55,34.28,5.94,6.67,8.22,2.50,43.24,1280.04
Louisiana,LA,2006,217.03,201.99,9.28,3.91,1.85,204.95,37.90,2.05,1.46,101.40,55.96,6.18,6.11,4.95,1.02,50.44,1125.36
Maine,ME,2006,23.40,21.51,0.57,0.79,0.53,20.96,2.76,4.07,1.81,2.64,9.68,0.00,1.35,0.55,0.53,17.68,506.86
Maryland,MD,2006,88.28,80.66,2.70,2.45,2.48,79.13,29.04,5.93,4.58,6.38,33.03,0.18,4.58,1.69,2.88,15.69,349.73
Massachusetts,MA,2006,83.62,78.68,0.61,1.43,2.90,77.67,21.31,12.86,5.02,4.55,33.95,0.00,2.97,0.28,2.70,13.05,254.82
Michigan,MI,2006,208.59,185.89,11.12,7.48,4.11,181.94,70.78,20.09,9.20,23.19,57.49,1.19,11.08,7.78,7.79,20.78,567.15
Minnesota,MN,2006,124.00,100.16,6.45,15.23,2.16,100.15,34.29,8.18,5.91,14.61,37.16,0.00,2.84,19.53,1.49,24.01,518.97
Mississippi,MS,2006,80.37,69.65,5.27,4.22,1.24,68.05,25.23,1.57,1.29,11.09,27.58,1.28,4.90,5.51,1.91,27.67,967.47
Missouri,MO,2006,170.88,146.36,9.95,11.87,2.70,143.65,76.46,6.33,3.99,13.40,43.45,0.01,7.21,17.84,2.18,29.25,787.01
Montana,MT,2006,48.39,36.54,7.43,3.85,0.56,39.07,18.75,1.59,1.11,5.93,8.77,2.92,1.28,7.81,0.23,50.79,1566.73
Nebraska,NE,2006,75.12,45.47,12.71,16.19,0.75,44.54,21.02,2.34,1.68,6.60,12.84,0.06,2.25,27.29,1.03,42.38,1008.81
Nevada,NV,2006,46.75,42.24,2.38,1.08,1.05,42.01,16.57,2.29,1.84,2.89,18.42,0.01,1.78,1.51,1.45,18.53,391.18
New Hampshire,NH,2006,20.29,19.39,-0.01,0.38,0.53,19.57,6.77,2.78,1.38,1.12,7.52,0.00,0.54,0.17,0.01,15.51,372.60
New Jersey,NJ,2006,135.35,127.18,2.56,2.13,3.49,126.98,18.14,14.21,9.57,14.78,70.28,0.00,4.13,0.45,3.79,15.63,307.23
New Mexico,NM,2006,80.97,60.97,17.16,2.05,0.79,72.33,32.53,2.17,1.55,7.78,16.49,11.82,1.81,5.71,1.11,41.27,1169.10
New York,NY,2006,227.16,198.96,15.01,5.22,7.97,198.16,46.47,32.99,25.50,15.35,77.33,0.52,10.00,5.26,13.75,11.89,226.72
North Carolina,NC,2006,171.26,149.27,11.57,6.52,3.90,150.51,70.68,5.72,4.59,14.68,54.83,0.00,5.06,9.97,5.73,19.21,462.48
